Exercise_Type,Exercise_Name,Video_Link,Intensity,Duration,Weight_Loss_Goal,Steps
Yoga,Chair Pose,https://www.youtube.com/watch?v=eLr3q6jAxM8,High,6-7 min,20 kg,"1. Stand with feet together and bend your knees as if sitting in a chair.
2. Keep your arms extended overhead.
3. Hold the position while engaging your core."
Yoga,Chair Pose,https://www.youtube.com/watch?v=eLr3q6jAxM8,High,2-3 min,2 kg,"1. Stand with feet together and bend your knees as if sitting in a chair.
2. Keep your arms extended overhead.
3. Hold the position while engaging your core."
Yoga,Chair Pose,https://www.youtube.com/watch?v=eLr3q6jAxM8,High,2-3 min,4 kg,"1. Stand with feet together and bend your knees as if sitting in a chair.
2. Keep your arms extended overhead.
3. Hold the position while engaging your core."
Yoga,Chair Pose,https://www.youtube.com/watch?v=eLr3q6jAxM8,High,3-5 min,6 kg,"1. Stand with feet together and bend your knees as if sitting in a chair.
2. Keep your arms extended overhead.
3. Hold the position while engaging your core."
Yoga,Chair Pose,https://www.youtube.com/watch?v=eLr3q6jAxM8,High,3-5 min,8 kg,"1. Stand with feet together and bend your knees as if sitting in a chair.
2. Keep your arms extended overhead.
3. Hold the position while engaging your core."
Yoga,Chair Pose,https://www.youtube.com/watch?v=eLr3q6jAxM8,High,3-5 min,10 kg,"1. Stand with feet together and bend your knees as if sitting in a chair.
2. Keep your arms extended overhead.
3. Hold the position while engaging your core."
Yoga,Chair Pose,https://www.youtube.com/watch?v=eLr3q6jAxM8,High,5-6 min,12 kg,"1. Stand with feet together and bend your knees as if sitting in a chair.
2. Keep your arms extended overhead.
3. Hold the position while engaging your core."
Yoga,Chair Pose,https://www.youtube.com/watch?v=eLr3q6jAxM8,High,5-6 min,14 kg,"1. Stand with feet together and bend your knees as if sitting in a chair.
2. Keep your arms extended overhead.
3. Hold the position while engaging your core."
Yoga,Chair Pose,https://www.youtube.com/watch?v=eLr3q6jAxM8,High,6-7 min,16 kg,"1. Stand with feet together and bend your knees as if sitting in a chair.
2. Keep your arms extended overhead.
3. Hold the position while engaging your core."
Yoga,Chair Pose,https://www.youtube.com/watch?v=eLr3q6jAxM8,High,6-7 min,18 kg,"1. Stand with feet together and bend your knees as if sitting in a chair.
2. Keep your arms extended overhead.
3. Hold the position while engaging your core."
Yoga,Chair Pose,https://www.youtube.com/watch?v=eLr3q6jAxM8,High,6-7 min,20 kg,"1. Stand with feet together and bend your knees as if sitting in a chair.
2. Keep your arms extended overhead.
3. Hold the position while engaging your core."
Yoga,Chair Pose,https://www.youtube.com/watch?v=eLr3q6jAxM8,High,2-3 min,2 kg,"1. Stand with feet together and bend your knees as if sitting in a chair.
2. Keep your arms extended overhead.
3. Hold the position while engaging your core."
Yoga,Chair Pose,https://www.youtube.com/watch?v=eLr3q6jAxM8,High,2-3 min,4 kg,"1. Stand with feet together and bend your knees as if sitting in a chair.
2. Keep your arms extended overhead.
3. Hold the position while engaging your core."
Yoga,Chair Pose,https://www.youtube.com/watch?v=eLr3q6jAxM8,High,3-5 min,6 kg,"1. Stand with feet together and bend your knees as if sitting in a chair.
2. Keep your arms extended overhead.
3. Hold the position while engaging your core."
Yoga,Chair Pose,https://www.youtube.com/watch?v=eLr3q6jAxM8,High,3-5 min,8 kg,"1. Stand with feet together and bend your knees as if sitting in a chair.
2. Keep your arms extended overhead.
3. Hold the position while engaging your core."
Yoga,Chair Pose,https://www.youtube.com/watch?v=eLr3q6jAxM8,High,3-5 min,10 kg,"1. Stand with feet together and bend your knees as if sitting in a chair.
2. Keep your arms extended overhead.
3. Hold the position while engaging your core."
Yoga,Chair Pose,https://www.youtube.com/watch?v=eLr3q6jAxM8,High,5-6 min,12 kg,"1. Stand with feet together and bend your knees as if sitting in a chair.
2. Keep your arms extended overhead.
3. Hold the position while engaging your core."
Yoga,Chair Pose,https://www.youtube.com/watch?v=eLr3q6jAxM8,High,5-6 min,14 kg,"1. Stand with feet together and bend your knees as if sitting in a chair.
2. Keep your arms extended overhead.
3. Hold the position while engaging your core."
Yoga,Chair Pose,https://www.youtube.com/watch?v=eLr3q6jAxM8,High,6-7 min,16 kg,"1. Stand with feet together and bend your knees as if sitting in a chair.
2. Keep your arms extended overhead.
3. Hold the position while engaging your core."
Yoga,Chair Pose,https://www.youtube.com/watch?v=eLr3q6jAxM8,High,6-7 min,18 kg,"1. Stand with feet together and bend your knees as if sitting in a chair.
2. Keep your arms extended overhead.
3. Hold the position while engaging your core."
Yoga,Chair Pose,https://www.youtube.com/watch?v=eLr3q6jAxM8,High,6-7 min,20 kg,"1. Stand with feet together and bend your knees as if sitting in a chair.
2. Keep your arms extended overhead.
3. Hold the position while engaging your core."
Yoga,Cat-Cow Pose,https://www.youtube.com/watch?v=kqnua4rHVVA,Low,2-3 min,2 kg,"1. Start on all fours with your hands under your shoulders.
2. Inhale, arch your back, and lift your head (Cow Pose).
3. Exhale, round your back, and tuck your chin (Cat Pose)."
Yoga,Cat-Cow Pose,https://www.youtube.com/watch?v=kqnua4rHVVA,Low,2-3 min,4 kg,"1. Start on all fours with your hands under your shoulders.
2. Inhale, arch your back, and lift your head (Cow Pose).
3. Exhale, round your back, and tuck your chin (Cat Pose)."
Yoga,Cat-Cow Pose,https://www.youtube.com/watch?v=kqnua4rHVVA,Low,3-5 min,6 kg,"1. Start on all fours with your hands under your shoulders.
2. Inhale, arch your back, and lift your head (Cow Pose).
3. Exhale, round your back, and tuck your chin (Cat Pose)."
Yoga,Cat-Cow Pose,https://www.youtube.com/watch?v=kqnua4rHVVA,Low,3-5 min,8 kg,"1. Start on all fours with your hands under your shoulders.
2. Inhale, arch your back, and lift your head (Cow Pose).
3. Exhale, round your back, and tuck your chin (Cat Pose)."
Yoga,Cat-Cow Pose,https://www.youtube.com/watch?v=kqnua4rHVVA,Low,3-5 min,10 kg,"1. Start on all fours with your hands under your shoulders.
2. Inhale, arch your back, and lift your head (Cow Pose).
3. Exhale, round your back, and tuck your chin (Cat Pose)."
Yoga,Cat-Cow Pose,https://www.youtube.com/watch?v=kqnua4rHVVA,Low,5-6 min,12 kg,"1. Start on all fours with your hands under your shoulders.
2. Inhale, arch your back, and lift your head (Cow Pose).
3. Exhale, round your back, and tuck your chin (Cat Pose)."
Yoga,Cat-Cow Pose,https://www.youtube.com/watch?v=kqnua4rHVVA,Low,5-6 min,14 kg,"1. Start on all fours with your hands under your shoulders.
2. Inhale, arch your back, and lift your head (Cow Pose).
3. Exhale, round your back, and tuck your chin (Cat Pose)."
Yoga,Cat-Cow Pose,https://www.youtube.com/watch?v=kqnua4rHVVA,Low,6-7 min,16 kg,"1. Start on all fours with your hands under your shoulders.
2. Inhale, arch your back, and lift your head (Cow Pose).
3. Exhale, round your back, and tuck your chin (Cat Pose)."
Yoga,Cat-Cow Pose,https://www.youtube.com/watch?v=kqnua4rHVVA,Low,6-7 min,18 kg,"1. Start on all fours with your hands under your shoulders.
2. Inhale, arch your back, and lift your head (Cow Pose).
3. Exhale, round your back, and tuck your chin (Cat Pose)."
Yoga,Cat-Cow Pose,https://www.youtube.com/watch?v=kqnua4rHVVA,Low,6-7 min,20 kg,"1. Start on all fours with your hands under your shoulders.
2. Inhale, arch your back, and lift your head (Cow Pose).
3. Exhale, round your back, and tuck your chin (Cat Pose)."
Yoga,Cat-Cow Pose,https://www.youtube.com/watch?v=kqnua4rHVVA,Medium,2-3 min,2 kg,"1. Start on all fours with your hands under your shoulders.
2. Inhale, arch your back, and lift your head (Cow Pose).
3. Exhale, round your back, and tuck your chin (Cat Pose)."
Yoga,Cat-Cow Pose,https://www.youtube.com/watch?v=kqnua4rHVVA,Medium,2-3 min,4 kg,"1. Start on all fours with your hands under your shoulders.
2. Inhale, arch your back, and lift your head (Cow Pose).
3. Exhale, round your back, and tuck your chin (Cat Pose)."
Yoga,Cat-Cow Pose,https://www.youtube.com/watch?v=kqnua4rHVVA,Medium,3-5 min,6 kg,"1. Start on all fours with your hands under your shoulders.
2. Inhale, arch your back, and lift your head (Cow Pose).
3. Exhale, round your back, and tuck your chin (Cat Pose)."
Yoga,Cat-Cow Pose,https://www.youtube.com/watch?v=kqnua4rHVVA,Medium,3-5 min,8 kg,"1. Start on all fours with your hands under your shoulders.
2. Inhale, arch your back, and lift your head (Cow Pose).
3. Exhale, round your back, and tuck your chin (Cat Pose)."
Yoga,Cat-Cow Pose,https://www.youtube.com/watch?v=kqnua4rHVVA,Medium,3-5 min,10 kg,"1. Start on all fours with your hands under your shoulders.
2. Inhale, arch your back, and lift your head (Cow Pose).
3. Exhale, round your back, and tuck your chin (Cat Pose)."
Yoga,Cat-Cow Pose,https://www.youtube.com/watch?v=kqnua4rHVVA,Medium,5-6 min,12 kg,"1. Start on all fours with your hands under your shoulders.
2. Inhale, arch your back, and lift your head (Cow Pose).
3. Exhale, round your back, and tuck your chin (Cat Pose)."
Yoga,Cat-Cow Pose,https://www.youtube.com/watch?v=kqnua4rHVVA,Medium,5-6 min,14 kg,"1. Start on all fours with your hands under your shoulders.
2. Inhale, arch your back, and lift your head (Cow Pose).
3. Exhale, round your back, and tuck your chin (Cat Pose)."
Yoga,Cat-Cow Pose,https://www.youtube.com/watch?v=kqnua4rHVVA,Medium,6-7 min,16 kg,"1. Start on all fours with your hands under your shoulders.
2. Inhale, arch your back, and lift your head (Cow Pose).
3. Exhale, round your back, and tuck your chin (Cat Pose)."
Yoga,Cat-Cow Pose,https://www.youtube.com/watch?v=kqnua4rHVVA,Medium,6-7 min,18 kg,"1. Start on all fours with your hands under your shoulders.
2. Inhale, arch your back, and lift your head (Cow Pose).
3. Exhale, round your back, and tuck your chin (Cat Pose)."
Yoga,Cat-Cow Pose,https://www.youtube.com/watch?v=kqnua4rHVVA,Medium,6-7 min,20 kg,"1. Start on all fours with your hands under your shoulders.
2. Inhale, arch your back, and lift your head (Cow Pose).
3. Exhale, round your back, and tuck your chin (Cat Pose)."
Yoga,Cat-Cow Pose,https://www.youtube.com/watch?v=kqnua4rHVVA,High,2-3 min,2 kg,"1. Start on all fours with your hands under your shoulders.
2. Inhale, arch your back, and lift your head (Cow Pose).
3. Exhale, round your back, and tuck your chin (Cat Pose)."
Yoga,Cat-Cow Pose,https://www.youtube.com/watch?v=kqnua4rHVVA,High,2-3 min,4 kg,"1. Start on all fours with your hands under your shoulders.
2. Inhale, arch your back, and lift your head (Cow Pose).
3. Exhale, round your back, and tuck your chin (Cat Pose)."
Yoga,Cat-Cow Pose,https://www.youtube.com/watch?v=kqnua4rHVVA,High,3-5 min,6 kg,"1. Start on all fours with your hands under your shoulders.
2. Inhale, arch your back, and lift your head (Cow Pose).
3. Exhale, round your back, and tuck your chin (Cat Pose)."
Yoga,Cat-Cow Pose,https://www.youtube.com/watch?v=kqnua4rHVVA,High,3-5 min,8 kg,"1. Start on all fours with your hands under your shoulders.
2. Inhale, arch your back, and lift your head (Cow Pose).
3. Exhale, round your back, and tuck your chin (Cat Pose)."
Yoga,Cat-Cow Pose,https://www.youtube.com/watch?v=kqnua4rHVVA,High,3-5 min,10 kg,"1. Start on all fours with your hands under your shoulders.
2. Inhale, arch your back, and lift your head (Cow Pose).
3. Exhale, round your back, and tuck your chin (Cat Pose)."
Yoga,Cat-Cow Pose,https://www.youtube.com/watch?v=kqnua4rHVVA,High,5-6 min,12 kg,"1. Start on all fours with your hands under your shoulders.
2. Inhale, arch your back, and lift your head (Cow Pose).
3. Exhale, round your back, and tuck your chin (Cat Pose)."
Yoga,Cat-Cow Pose,https://www.youtube.com/watch?v=kqnua4rHVVA,High,5-6 min,14 kg,"1. Start on all fours with your hands under your shoulders.
2. Inhale, arch your back, and lift your head (Cow Pose).
3. Exhale, round your back, and tuck your chin (Cat Pose)."
Yoga,Cat-Cow Pose,https://www.youtube.com/watch?v=kqnua4rHVVA,High,6-7 min,16 kg,"1. Start on all fours with your hands under your shoulders.
2. Inhale, arch your back, and lift your head (Cow Pose).
3. Exhale, round your back, and tuck your chin (Cat Pose)."
Yoga,Cat-Cow Pose,https://www.youtube.com/watch?v=kqnua4rHVVA,High,6-7 min,18 kg,"1. Start on all fours with your hands under your shoulders.
2. Inhale, arch your back, and lift your head (Cow Pose).
3. Exhale, round your back, and tuck your chin (Cat Pose)."
Yoga,Cat-Cow Pose,https://www.youtube.com/watch?v=kqnua4rHVVA,High,6-7 min,20 kg,"1. Start on all fours with your hands under your shoulders.
2. Inhale, arch your back, and lift your head (Cow Pose).
3. Exhale, round your back, and tuck your chin (Cat Pose)."
Yoga,Cat-Cow Pose,https://www.youtube.com/watch?v=kqnua4rHVVA,High,2-3 min,2 kg,"1. Start on all fours with your hands under your shoulders.
2. Inhale, arch your back, and lift your head (Cow Pose).
3. Exhale, round your back, and tuck your chin (Cat Pose)."
Yoga,Cat-Cow Pose,https://www.youtube.com/watch?v=kqnua4rHVVA,High,2-3 min,4 kg,"1. Start on all fours with your hands under your shoulders.
2. Inhale, arch your back, and lift your head (Cow Pose).
3. Exhale, round your back, and tuck your chin (Cat Pose)."
Yoga,Cat-Cow Pose,https://www.youtube.com/watch?v=kqnua4rHVVA,High,3-5 min,6 kg,"1. Start on all fours with your hands under your shoulders.
2. Inhale, arch your back, and lift your head (Cow Pose).
3. Exhale, round your back, and tuck your chin (Cat Pose)."
Yoga,Cat-Cow Pose,https://www.youtube.com/watch?v=kqnua4rHVVA,High,3-5 min,8 kg,"1. Start on all fours with your hands under your shoulders.
2. Inhale, arch your back, and lift your head (Cow Pose).
3. Exhale, round your back, and tuck your chin (Cat Pose)."
Yoga,Cat-Cow Pose,https://www.youtube.com/watch?v=kqnua4rHVVA,High,3-5 min,10 kg,"1. Start on all fours with your hands under your shoulders.
2. Inhale, arch your back, and lift your head (Cow Pose).
3. Exhale, round your back, and tuck your chin (Cat Pose)."
Yoga,Cat-Cow Pose,https://www.youtube.com/watch?v=kqnua4rHVVA,High,5-6 min,12 kg,"1. Start on all fours with your hands under your shoulders.
2. Inhale, arch your back, and lift your head (Cow Pose).
3. Exhale, round your back, and tuck your chin (Cat Pose)."
Yoga,Cat-Cow Pose,https://www.youtube.com/watch?v=kqnua4rHVVA,High,5-6 min,14 kg,"1. Start on all fours with your hands under your shoulders.
2. Inhale, arch your back, and lift your head (Cow Pose).
3. Exhale, round your back, and tuck your chin (Cat Pose)."
Yoga,Cat-Cow Pose,https://www.youtube.com/watch?v=kqnua4rHVVA,High,6-7 min,16 kg,"1. Start on all fours with your hands under your shoulders.
2. Inhale, arch your back, and lift your head (Cow Pose).
3. Exhale, round your back, and tuck your chin (Cat Pose)."
Yoga,Cat-Cow Pose,https://www.youtube.com/watch?v=kqnua4rHVVA,High,6-7 min,18 kg,"1. Start on all fours with your hands under your shoulders.
2. Inhale, arch your back, and lift your head (Cow Pose).
3. Exhale, round your back, and tuck your chin (Cat Pose)."
Yoga,Cat-Cow Pose,https://www.youtube.com/watch?v=kqnua4rHVVA,High,6-7 min,20 kg,"1. Start on all fours with your hands under your shoulders.
2. Inhale, arch your back, and lift your head (Cow Pose).
3. Exhale, round your back, and tuck your chin (Cat Pose)."
Yoga,Cat-Cow Pose,https://www.youtube.com/watch?v=kqnua4rHVVA,High,2-3 min,2 kg,"1. Start on all fours with your hands under your shoulders.
2. Inhale, arch your back, and lift your head (Cow Pose).
3. Exhale, round your back, and tuck your chin (Cat Pose)."
Yoga,Cat-Cow Pose,https://www.youtube.com/watch?v=kqnua4rHVVA,High,2-3 min,4 kg,"1. Start on all fours with your hands under your shoulders.
2. Inhale, arch your back, and lift your head (Cow Pose).
3. Exhale, round your back, and tuck your chin (Cat Pose)."
Yoga,Cat-Cow Pose,https://www.youtube.com/watch?v=kqnua4rHVVA,High,3-5 min,6 kg,"1. Start on all fours with your hands under your shoulders.
2. Inhale, arch your back, and lift your head (Cow Pose).
3. Exhale, round your back, and tuck your chin (Cat Pose)."
Yoga,Cat-Cow Pose,https://www.youtube.com/watch?v=kqnua4rHVVA,High,3-5 min,8 kg,"1. Start on all fours with your hands under your shoulders.
2. Inhale, arch your back, and lift your head (Cow Pose).
3. Exhale, round your back, and tuck your chin (Cat Pose)."
Yoga,Cat-Cow Pose,https://www.youtube.com/watch?v=kqnua4rHVVA,High,3-5 min,10 kg,"1. Start on all fours with your hands under your shoulders.
2. Inhale, arch your back, and lift your head (Cow Pose).
3. Exhale, round your back, and tuck your chin (Cat Pose)."
Yoga,Cat-Cow Pose,https://www.youtube.com/watch?v=kqnua4rHVVA,High,5-6 min,12 kg,"1. Start on all fours with your hands under your shoulders.
2. Inhale, arch your back, and lift your head (Cow Pose).
3. Exhale, round your back, and tuck your chin (Cat Pose)."
Yoga,Cat-Cow Pose,https://www.youtube.com/watch?v=kqnua4rHVVA,High,5-6 min,14 kg,"1. Start on all fours with your hands under your shoulders.
2. Inhale, arch your back, and lift your head (Cow Pose).
3. Exhale, round your back, and tuck your chin (Cat Pose)."
Yoga,Cat-Cow Pose,https://www.youtube.com/watch?v=kqnua4rHVVA,High,6-7 min,16 kg,"1. Start on all fours with your hands under your shoulders.
2. Inhale, arch your back, and lift your head (Cow Pose).
3. Exhale, round your back, and tuck your chin (Cat Pose)."
Yoga,Cat-Cow Pose,https://www.youtube.com/watch?v=kqnua4rHVVA,High,6-7 min,18 kg,"1. Start on all fours with your hands under your shoulders.
2. Inhale, arch your back, and lift your head (Cow Pose).
3. Exhale, round your back, and tuck your chin (Cat Pose)."
Yoga,Cat-Cow Pose,https://www.youtube.com/watch?v=kqnua4rHVVA,High,6-7 min,20 kg,"1. Start on all fours with your hands under your shoulders.
2. Inhale, arch your back, and lift your head (Cow Pose).
3. Exhale, round your back, and tuck your chin (Cat Pose)."
Yoga,Bow Pose,https://www.youtube.com/watch?v=Tf0wFb3f1Oo,Low,2-3 min,2 kg,"1. Lie on your stomach with arms by your sides.
2. Bend your knees and grab your ankles.
3. Lift your chest and thighs off the ground."
Yoga,Bow Pose,https://www.youtube.com/watch?v=Tf0wFb3f1Oo,Low,2-3 min,4 kg,"1. Lie on your stomach with arms by your sides.
2. Bend your knees and grab your ankles.
3. Lift your chest and thighs off the ground."
Yoga,Bow Pose,https://www.youtube.com/watch?v=Tf0wFb3f1Oo,Low,3-5 min,6 kg,"1. Lie on your stomach with arms by your sides.
2. Bend your knees and grab your ankles.
3. Lift your chest and thighs off the ground."
Yoga,Bow Pose,https://www.youtube.com/watch?v=Tf0wFb3f1Oo,Low,3-5 min,8 kg,"1. Lie on your stomach with arms by your sides.
2. Bend your knees and grab your ankles.
3. Lift your chest and thighs off the ground."
Yoga,Bow Pose,https://www.youtube.com/watch?v=Tf0wFb3f1Oo,Low,3-5 min,10 kg,"1. Lie on your stomach with arms by your sides.
2. Bend your knees and grab your ankles.
3. Lift your chest and thighs off the ground."
Yoga,Bow Pose,https://www.youtube.com/watch?v=Tf0wFb3f1Oo,Low,5-6 min,12 kg,"1. Lie on your stomach with arms by your sides.
2. Bend your knees and grab your ankles.
3. Lift your chest and thighs off the ground."
Yoga,Bow Pose,https://www.youtube.com/watch?v=Tf0wFb3f1Oo,Low,5-6 min,14 kg,"1. Lie on your stomach with arms by your sides.
2. Bend your knees and grab your ankles.
3. Lift your chest and thighs off the ground."
Yoga,Bow Pose,https://www.youtube.com/watch?v=Tf0wFb3f1Oo,Low,6-7 min,16 kg,"1. Lie on your stomach with arms by your sides.
2. Bend your knees and grab your ankles.
3. Lift your chest and thighs off the ground."
Yoga,Bow Pose,https://www.youtube.com/watch?v=Tf0wFb3f1Oo,Low,6-7 min,18 kg,"1. Lie on your stomach with arms by your sides.
2. Bend your knees and grab your ankles.
3. Lift your chest and thighs off the ground."
Yoga,Bow Pose,https://www.youtube.com/watch?v=Tf0wFb3f1Oo,Low,6-7 min,20 kg,"1. Lie on your stomach with arms by your sides.
2. Bend your knees and grab your ankles.
3. Lift your chest and thighs off the ground."
Yoga,Bow Pose,https://www.youtube.com/watch?v=Tf0wFb3f1Oo,Medium,2-3 min,2 kg,"1. Lie on your stomach with arms by your sides.
2. Bend your knees and grab your ankles.
3. Lift your chest and thighs off the ground."
Yoga,Bow Pose,https://www.youtube.com/watch?v=Tf0wFb3f1Oo,Medium,2-3 min,4 kg,"1. Lie on your stomach with arms by your sides.
2. Bend your knees and grab your ankles.
3. Lift your chest and thighs off the ground."
Yoga,Bow Pose,https://www.youtube.com/watch?v=Tf0wFb3f1Oo,Medium,3-5 min,6 kg,"1. Lie on your stomach with arms by your sides.
2. Bend your knees and grab your ankles.
3. Lift your chest and thighs off the ground."
Yoga,Bow Pose,https://www.youtube.com/watch?v=Tf0wFb3f1Oo,Medium,3-5 min,8 kg,"1. Lie on your stomach with arms by your sides.
2. Bend your knees and grab your ankles.
3. Lift your chest and thighs off the ground."
Yoga,Bow Pose,https://www.youtube.com/watch?v=Tf0wFb3f1Oo,Medium,3-5 min,10 kg,"1. Lie on your stomach with arms by your sides.
2. Bend your knees and grab your ankles.
3. Lift your chest and thighs off the ground."
Yoga,Bow Pose,https://www.youtube.com/watch?v=Tf0wFb3f1Oo,Medium,5-6 min,12 kg,"1. Lie on your stomach with arms by your sides.
2. Bend your knees and grab your ankles.
3. Lift your chest and thighs off the ground."
Yoga,Bow Pose,https://www.youtube.com/watch?v=Tf0wFb3f1Oo,Medium,5-6 min,14 kg,"1. Lie on your stomach with arms by your sides.
2. Bend your knees and grab your ankles.
3. Lift your chest and thighs off the ground."
Yoga,Bow Pose,https://www.youtube.com/watch?v=Tf0wFb3f1Oo,Medium,6-7 min,16 kg,"1. Lie on your stomach with arms by your sides.
2. Bend your knees and grab your ankles.
3. Lift your chest and thighs off the ground."
Yoga,Bow Pose,https://www.youtube.com/watch?v=Tf0wFb3f1Oo,Medium,6-7 min,18 kg,"1. Lie on your stomach with arms by your sides.
2. Bend your knees and grab your ankles.
3. Lift your chest and thighs off the ground."
Yoga,Bow Pose,https://www.youtube.com/watch?v=Tf0wFb3f1Oo,Medium,6-7 min,20 kg,"1. Lie on your stomach with arms by your sides.
2. Bend your knees and grab your ankles.
3. Lift your chest and thighs off the ground."
Yoga,Bow Pose,https://www.youtube.com/watch?v=Tf0wFb3f1Oo,High,2-3 min,2 kg,"1. Lie on your stomach with arms by your sides.
2. Bend your knees and grab your ankles.
3. Lift your chest and thighs off the ground."
Yoga,Bow Pose,https://www.youtube.com/watch?v=Tf0wFb3f1Oo,High,2-3 min,4 kg,"1. Lie on your stomach with arms by your sides.
2. Bend your knees and grab your ankles.
3. Lift your chest and thighs off the ground."
Yoga,Bow Pose,https://www.youtube.com/watch?v=Tf0wFb3f1Oo,High,3-5 min,6 kg,"1. Lie on your stomach with arms by your sides.
2. Bend your knees and grab your ankles.
3. Lift your chest and thighs off the ground."
Yoga,Bow Pose,https://www.youtube.com/watch?v=Tf0wFb3f1Oo,High,3-5 min,8 kg,"1. Lie on your stomach with arms by your sides.
2. Bend your knees and grab your ankles.
3. Lift your chest and thighs off the ground."
Yoga,Bow Pose,https://www.youtube.com/watch?v=Tf0wFb3f1Oo,High,3-5 min,10 kg,"1. Lie on your stomach with arms by your sides.
2. Bend your knees and grab your ankles.
3. Lift your chest and thighs off the ground."
Yoga,Bow Pose,https://www.youtube.com/watch?v=Tf0wFb3f1Oo,High,5-6 min,12 kg,"1. Lie on your stomach with arms by your sides.
2. Bend your knees and grab your ankles.
3. Lift your chest and thighs off the ground."
Yoga,Bow Pose,https://www.youtube.com/watch?v=Tf0wFb3f1Oo,High,5-6 min,14 kg,"1. Lie on your stomach with arms by your sides.
2. Bend your knees and grab your ankles.
3. Lift your chest and thighs off the ground."
Yoga,Bow Pose,https://www.youtube.com/watch?v=Tf0wFb3f1Oo,High,6-7 min,16 kg,"1. Lie on your stomach with arms by your sides.
2. Bend your knees and grab your ankles.
3. Lift your chest and thighs off the ground."
Yoga,Bow Pose,https://www.youtube.com/watch?v=Tf0wFb3f1Oo,High,6-7 min,18 kg,"1. Lie on your stomach with arms by your sides.
2. Bend your knees and grab your ankles.
3. Lift your chest and thighs off the ground."
Yoga,Bow Pose,https://www.youtube.com/watch?v=Tf0wFb3f1Oo,High,6-7 min,20 kg,"1. Lie on your stomach with arms by your sides.
2. Bend your knees and grab your ankles.
3. Lift your chest and thighs off the ground."
Yoga,Bow Pose,https://www.youtube.com/watch?v=Tf0wFb3f1Oo,High,2-3 min,2 kg,"1. Lie on your stomach with arms by your sides.
2. Bend your knees and grab your ankles.
3. Lift your chest and thighs off the ground."
Yoga,Bow Pose,https://www.youtube.com/watch?v=Tf0wFb3f1Oo,High,2-3 min,4 kg,"1. Lie on your stomach with arms by your sides.
2. Bend your knees and grab your ankles.
3. Lift your chest and thighs off the ground."
Yoga,Bow Pose,https://www.youtube.com/watch?v=Tf0wFb3f1Oo,High,3-5 min,6 kg,"1. Lie on your stomach with arms by your sides.
2. Bend your knees and grab your ankles.
3. Lift your chest and thighs off the ground."
Yoga,Bow Pose,https://www.youtube.com/watch?v=Tf0wFb3f1Oo,High,3-5 min,8 kg,"1. Lie on your stomach with arms by your sides.
2. Bend your knees and grab your ankles.
3. Lift your chest and thighs off the ground."
Yoga,Bow Pose,https://www.youtube.com/watch?v=Tf0wFb3f1Oo,High,3-5 min,10 kg,"1. Lie on your stomach with arms by your sides.
2. Bend your knees and grab your ankles.
3. Lift your chest and thighs off the ground."
Yoga,Bow Pose,https://www.youtube.com/watch?v=Tf0wFb3f1Oo,High,5-6 min,12 kg,"1. Lie on your stomach with arms by your sides.
2. Bend your knees and grab your ankles.
3. Lift your chest and thighs off the ground."
Yoga,Bow Pose,https://www.youtube.com/watch?v=Tf0wFb3f1Oo,High,5-6 min,14 kg,"1. Lie on your stomach with arms by your sides.
2. Bend your knees and grab your ankles.
3. Lift your chest and thighs off the ground."
Yoga,Bow Pose,https://www.youtube.com/watch?v=Tf0wFb3f1Oo,High,6-7 min,16 kg,"1. Lie on your stomach with arms by your sides.
2. Bend your knees and grab your ankles.
3. Lift your chest and thighs off the ground."
Yoga,Bow Pose,https://www.youtube.com/watch?v=Tf0wFb3f1Oo,High,6-7 min,18 kg,"1. Lie on your stomach with arms by your sides.
2. Bend your knees and grab your ankles.
3. Lift your chest and thighs off the ground."
Yoga,Bow Pose,https://www.youtube.com/watch?v=Tf0wFb3f1Oo,High,6-7 min,20 kg,"1. Lie on your stomach with arms by your sides.
2. Bend your knees and grab your ankles.
3. Lift your chest and thighs off the ground."
Yoga,Bow Pose,https://www.youtube.com/watch?v=Tf0wFb3f1Oo,High,2-3 min,2 kg,"1. Lie on your stomach with arms by your sides.
2. Bend your knees and grab your ankles.
3. Lift your chest and thighs off the ground."
Yoga,Bow Pose,https://www.youtube.com/watch?v=Tf0wFb3f1Oo,High,2-3 min,4 kg,"1. Lie on your stomach with arms by your sides.
2. Bend your knees and grab your ankles.
3. Lift your chest and thighs off the ground."
Yoga,Bow Pose,https://www.youtube.com/watch?v=Tf0wFb3f1Oo,High,3-5 min,6 kg,"1. Lie on your stomach with arms by your sides.
2. Bend your knees and grab your ankles.
3. Lift your chest and thighs off the ground."
Yoga,Bow Pose,https://www.youtube.com/watch?v=Tf0wFb3f1Oo,High,3-5 min,8 kg,"1. Lie on your stomach with arms by your sides.
2. Bend your knees and grab your ankles.
3. Lift your chest and thighs off the ground."
Yoga,Bow Pose,https://www.youtube.com/watch?v=Tf0wFb3f1Oo,High,3-5 min,10 kg,"1. Lie on your stomach with arms by your sides.
2. Bend your knees and grab your ankles.
3. Lift your chest and thighs off the ground."
Yoga,Bow Pose,https://www.youtube.com/watch?v=Tf0wFb3f1Oo,High,5-6 min,12 kg,"1. Lie on your stomach with arms by your sides.
2. Bend your knees and grab your ankles.
3. Lift your chest and thighs off the ground."
